#FES data re-scaled respect to min value
#Fields: dist.z FES
 -2.6200  22.4611   0.2917   0.2062
 -2.6000  21.5292   0.5306   0.3752
 -2.5800  20.5750   1.0770   0.7616
 -2.5600  19.5644   1.8368   1.2988
 -2.5400  18.5121   2.6368   1.8645
 -2.5200  17.4645   3.3102   2.3407
 -2.5000  16.5060   3.7597   2.6585
 -2.4800  15.6520   3.9857   2.8183
 -2.4600  14.8248   4.0292   2.8491
 -2.4400  13.8932   3.9420   2.7874
 -2.4200  12.7906   3.7780   2.6714
 -2.4000  11.5750   3.5673   2.5225
 -2.3800  10.4059   3.3480   2.3674
 -2.3600   9.4299   3.0907   2.1855
 -2.3400   8.6876   2.7731   1.9608
 -2.3200   8.1096   2.3688   1.6750
 -2.3000   7.5850   1.8654   1.3190
 -2.2800   7.0220   1.3205   0.9337
 -2.2600   6.3792   0.8160   0.5770
 -2.2400   5.6923   0.4096   0.2896
 -2.2200   5.0037   0.0982   0.0694
 -2.2000   4.4251   0.1935   0.1369
 -2.1800   4.0372   0.5206   0.3681
 -2.1600   3.8395   0.8659   0.6123
 -2.1400   3.7550   1.1711   0.8281
 -2.1200   3.6598   1.3875   0.9811
 -2.1000   3.4165   1.5450   1.0925
 -2.0800   2.9862   1.7432   1.2327
 -2.0600   2.4005   2.0900   1.4778
 -2.0400   1.7560   2.6366   1.8644
 -2.0200   1.1724   3.3407   2.3622
 -2.0000   0.7643   4.1201   2.9134
 -1.9800   0.6118   4.8748   3.4470
 -1.9600   0.6944   5.4934   3.8844
 -1.9400   0.9062   5.8858   4.1619
 -1.9200   1.0706   6.0240   4.2596
 -1.9000   1.0629   5.9788   4.2277
 -1.8800   0.8344   5.8870   4.1627
 -1.8600   0.4683   5.8555   4.1405
 -1.8400   0.1258   5.9083   4.1778
 -1.8200   0.0000   5.9855   4.2324
 -1.8000   0.1713   5.9979   4.2412
 -1.7800   0.5764   5.9432   4.2025
 -1.7600   1.0061   5.9057   4.1760
 -1.7400   1.1975   5.9790   4.2278
 -1.7200   1.0307   6.1763   4.3673
 -1.7000   0.6176   6.4299   4.5466
 -1.6800   0.2053   6.6199   4.6810
